OMR Version,Policy # (masked),Odom Reading 1 (Previous),Odom Reading 1 (Update),Odom Reading 2 (Previous),Odom Reading 2 (Update),Odom Reading 3 (Previous),Odom Reading 3 (Update),Odom Reading 4 (Previous),Odom Reading 4 (Update)
Sign Top,599,84808,128717,149800,173152,,,,
Sign Bottom,600,117565,130569,,,80513,120662,,
Sign Bottom,601,102483,105998,,,,,,
Sign Top,602,24732,66971,,,,,,
Sign Top,603,962,28850,36447,80867,,,,
Sign Bottom,604,50687,53634,,,,,,
Sign Top,605,67500,88070,,,,,,
Sign Top,606,75601,124924,,,,,,
Sign Bottom,607,110034,140801,39336,84796,,,,
Sign Top,608,44669,45104,,,,,,
Sign Top,609,137455,147947,,,,,,
Sign Top,610,275995,294018,90000,96294,,,,
Sign Bottom,611,145956,157408,,,,,,
Sign Bottom,612,186700,211285,,,,,,
Sign Bottom,613,76721,95633,43942,90124,,,,
Sign Bottom,614,132000,171255,77586,112949,,,,
Sign Bottom,615,163473,207062,,,,,,
Sign Bottom,616,42643,43347,,,,,,
Sign Top,617,84707,110388,,,,,,
Sign Bottom,618,197077,197221,,,101266,121274,,
Sign Top,619,13484,17177,,,,,,
Sign Top,620,56594,66112,,,,,108793,147565
Sign Bottom,621,64740,90116,,,,,,
Sign Bottom,622,12295,21467,,,,,,
Sign Top,623,180423,198864,,,,,369,24567
Sign Bottom,624,48572,84652,,,,,,
Sign Bottom,625,128625,146914,7371,13997,,,,
Sign Bottom,626,43033,79987,,,,,,
Sign Bottom,627,49086,74417,29826,41899,,,,
Sign Top,628,65924,111787,,,,,,
Sign Bottom,629,49198,52146,30600,70808,,,,
Sign Bottom,630,54000,102877,,,,,,
Sign Top,631,105153,123932,,,,,,
Sign Bottom,632,91611,134032,32740,56328,,,,
Sign Bottom,633,90198,121919,,,,,,
Sign Bottom,634,118813,136671,17592,52366,10746,17823,,
Sign Bottom,635,67346,112256,26960,68121,,,,
Sign Bottom,636,138455,148952,,,,,,
Sign Top,637,75246,80511,15329,24787,,,,
Sign Top,638,138000,158964,135000,161873,,,,
Sign Bottom,639,14967,62502,,,,,,
Sign Bottom,640,112780,160241,60658,92821,,,,
Sign Bottom,641,29213,39416,,,,,,
Sign Bottom,642,48316,89958,,,,,,
Sign Top,643,101604,130982,,,,,,
Sign Top,644,7500,31464,10,29804,,,,
Sign Top,645,168296,205475,,,,,,
Sign Top,646,80000,100252,8000,39103,,,,
Sign Top,647,0,18350,41061,70506,,,,
Sign Bottom,648,60422,98810,109305,111197,,,,
Sign Top,649,26543,40077,,,,,,
Sign Top,650,18368,47458,,,,,,
Sign Top,651,82231,97040,,,,,,
Sign Top,652,177548,210393,,,,,,
Sign Bottom,653,91893,100780,,,,,,
Sign Bottom,654,88426,101910,,,,,,
Sign Bottom,655,60991,76898,60430,72119,,,,
Sign Bottom,656,63672,71383,,,,,,
Sign Top,657,58087,89178,,,,,,
Sign Top,658,155557,183243,,,,,,
Sign Bottom,659,129933,174090,,,,,,
Sign Top,660,45172,94767,,,,,,
Sign Bottom,661,116891,159254,,,,,,
Sign Bottom,662,99600,116146,80000,110195,,,,
Sign Bottom,663,102937,151137,64806,70212,,,,
Sign Top,664,12452,21986,115918,146745,,,,
Sign Bottom,665,4968,17680,,,,,,
Sign Bottom,666,58826,73695,244390,258090,122407,172259,176373,181853
Sign Bottom,667,35740,56039,,,,,,
Sign Bottom,668,16938,34262,,,,,,
Sign Top,669,98000,105296,,,,,,
Sign Top,670,103000,107907,53430,80175,72990,95218,,
Sign Bottom,671,56787,95429,,,4869,21815,13395,49002
Sign Bottom,672,129995,172078,,,,,,
Sign Top,673,30000,76754,,,,,,
Sign Top,674,97000,146547,,,,,,
Sign Top,675,29000,62200,,,,,,
Sign Bottom,676,45352,50963,,,,,,
Sign Top,677,614,17538,,,,,,
Sign Top,678,50000,85950,,,,,,
Sign Top,679,37000,48482,,,,,,
Sign Top,680,16505,53178,84934,125414,,,,
Sign Top,681,147000,149275,,,,,,
Sign Top,682,87300,125035,30,31847,,,,
Sign Top,683,118836,146019,,,,,,
Sign Top,684,52635,91350,,,,,,
Sign Top,685,167146,198150,63000,80613,,,,
Sign Bottom,686,16877,62522,,,,,,
Sign Top,687,91950,120041,,,,,14,42537
Sign Top,688,170477,212541,,,,,,
Sign Top,689,49604,97674,,,,,,
Sign Bottom,690,79989,101095,,,,,,
Sign Bottom,691,125806,174628,,,,,,
Sign Bottom,692,143000,190072,,,,,,
Sign Bottom,693,54708,71764,,,,,,
Sign Top,694,73595,95209,,,,,,
Sign Bottom,695,126497,173748,,,49302,97318,,
Sign Top,696,179,24739,4102,17382,,,,
Sign Bottom,697,16779,54749,51076,66008,42217,82356,,
Sign Bottom,698,49464,96647,,,70152,97790,,
Sign Bottom,699,51798,93420,,,,,,
Sign Top,700,11308,37039,10,33366,,,,
Sign Bottom,701,47100,82388,,,45738,54071,,
Sign Bottom,702,119000,134205,,,,,,
Sign Bottom,703,9224,49738,,,,,,
Sign Top,704,24326,32061,,,,,,
Sign Bottom,705,48803,73810,2429,42379,,,,
Sign Top,706,34000,38375,68000,117485,,,,
Sign Bottom,707,66939,74524,,,,,,
Sign Bottom,708,126274,173857,,,,,,
Sign Top,709,60598,82048,,,,,,
Sign Top,710,68,16159,157200,160055,,,,
Sign Top,711,51777,63826,,,,,,
Sign Top,712,18023,55771,0,31780,,,,
Sign Bottom,713,87939,106298,77918,121550,,,,
Sign Bottom,714,67950,97822,,,,,,
Sign Top,715,544,19656,,,,,,
Sign Top,716,28770,60142,26500,75240,,,,
Sign Bottom,717,41327,67172,,,,,,
Sign Top,718,8270,24056,161697,164601,,,,
Sign Top,719,125124,156586,24049,39938,,,,
Sign Bottom,720,58337,100107,,,,,,
Sign Top,721,151932,154854,,,,,,
Sign Top,722,27300,64590,,,,,,
Sign Top,723,34191,67498,2954,49326,636,3967,,
Sign Bottom,724,101763,148711,,,,,,
Sign Bottom,725,96874,136614,,,,,,
Sign Top,726,88744,125159,,,,,,
Sign Bottom,727,54374,61251,7791,20852,,,,
Sign Top,728,30309,78637,,,,,,
Sign Bottom,729,115793,163484,,,82388,125608,,
Sign Bottom,730,81054,104748,,,,,,
Sign Bottom,731,44179,92589,159619,198297,,,,
Sign Bottom,732,7463,10864,103942,131281,91271,115466,,
Sign Bottom,733,55585,65357,,,,,,
Sign Top,734,0,33233,,,,,,
Sign Bottom,735,125733,155883,,,,,,
Sign Top,736,16000,26129,84000,122098,,,,
Sign Top,737,147993,177380,130173,170790,,,,
Sign Bottom,738,69268,83068,,,,,,
Sign Bottom,739,177314,208386,,,,,,
Sign Bottom,740,89658,105114,,,,,,
Sign Bottom,741,148800,153727,95188,116045,,,,
Sign Bottom,742,4590,37997,,,,,,
Sign Bottom,743,4398,14499,65436,84354,,,,
Sign Top,744,164830,184518,,,,,,
Sign Bottom,745,107877,146944,108632,132455,,,,
Sign Bottom,746,217114,253434,172346,191161,,,,
Sign Top,747,35400,52054,,,,,,
Sign Top,748,79120,86479,39061,76199,,,,
Sign Top,749,101625,148134,135926,164660,,,,
Sign Top,750,51108,54145,68449,101354,,,,
Sign Bottom,751,48238,49987,43707,67236,,,,
Sign Bottom,752,53376,77999,,,,,,
Sign Bottom,753,80216,125872,,,,,,
Sign Top,754,98000,113416,14000,25757,,,,
Sign Top,755,14231,37341,,,,,,
Sign Bottom,756,70199,94847,28487,61933,,,,
Sign Bottom,757,143856,153355,,,,,,
Sign Top,758,28898,75563,11011,30582,,,,
Sign Bottom,759,150245,158190,72990,113329,,,,
Sign Bottom,760,53000,96755,,,,,,
Sign Top,761,22187,59104,,,,,,
Sign Top,762,39421,86447,,,,,,
Sign Top,763,17483,43374,96000,130088,,,,
Sign Top,764,42850,53297,,,,,,
Sign Bottom,765,12077,45705,,,,,,
Sign Top,766,91915,116493,58000,65153,,,,
Sign Bottom,767,463284,511887,,,,,,
Sign Bottom,768,145060,174237,125421,159527,138303,164800,,
Sign Bottom,769,10638,43801,30994,78402,,,,
Sign Top,770,23544,63384,78762,85299,,,,
Sign Top,771,138339,168282,,,,,,
Sign Top,772,36411,67575,97804,117872,,,,
Sign Bottom,773,63168,88734,,,,,,
Sign Bottom,774,34406,37998,49468,61974,179704,198600,,
Sign Top,775,77,40799,273,14640,,,,
Sign Top,776,3091,45274,,,,,,
Sign Bottom,777,14419,48890,,,,,,
Sign Top,778,77800,120010,68000,71722,,,,
Sign Bottom,779,112458,151857,71718,108861,,,,
Sign Bottom,780,104668,114241,,,,,,
Sign Bottom,781,28222,61418,,,,,,
Sign Bottom,782,58053,72028,11323,48855,,,,
Sign Top,783,32164,61017,,,,,,
Sign Top,784,101710,131910,64680,113604,,,,
Sign Top,785,42000,52355,112000,152117,,,,
Sign Top,786,69938,92817,,,,,,
Sign Top,787,31116,31460,49089,98951,,,,
Sign Top,788,100770,107802,,,,,,
Sign Top,789,140087,155246,55440,100912,,,,
Sign Top,790,121978,164568,,,61334,96781,,
Sign Top,791,190200,206440,,,,,,
Sign Bottom,792,84673,109415,,,,,,
Sign Bottom,793,102934,135617,15774,56672,,,,
Sign Bottom,794,37247,48737,71282,88175,,,,
Sign Bottom,795,80904,109481,17893,35637,,,,
Sign Bottom,796,65148,74203,161000,170307,,,,
Sign Bottom,797,142095,181669,111411,112119,,,,
Sign Top,798,19921,60392,,,,,,
Sign Top,799,97390,144709,,,,,,
Sign Top,800,48000,91803,0,45156,,,,
Sign Top,801,27098,64287,,,,,,
Sign Top,802,34000,80594,21000,70296,,,,
Sign Top,803,6191,34932,,,,,,
Sign Top,804,8695,21730,,,,,,
Sign Bottom,805,45483,58735,128032,149946,,,,
Sign Bottom,806,10991,54484,145902,169544,176424,200676,148268,175073
Sign Top,807,24000,65047,100000,127248,,,,
Sign Bottom,808,25254,58214,,,,,,
Sign Bottom,809,8653,28897,,,,,,
Sign Top,810,102584,113854,91936,113678,,,,
Sign Bottom,811,38000,60559,87000,121265,,,,
Sign Bottom,812,27930,41209,,,,,,
Sign Bottom,813,28979,36025,25715,39611,,,,
Sign Top,814,84351,101023,32024,75809,,,,
Sign Top,815,83656,133219,70226,111732,,,,
Sign Bottom,816,35325,46850,,,,,,
Sign Bottom,817,101841,137488,87311,100483,,,,
Sign Bottom,818,66956,101441,83394,83470,,,,
Sign Top,819,69250,88233,,,,,,
Sign Top,820,30807,63127,,,,,,
Sign Bottom,821,1168,2820,,,180399,200985,,
Sign Bottom,822,91512,111211,,,,,,
Sign Bottom,823,75529,108517,,,,,,
Sign Top,824,505,46230,58689,88631,87699,90602,,
Sign Top,825,145315,161342,,,23000,45710,,
Sign Bottom,826,32659,78615,130572,163699,,,,
Sign Top,827,129000,172496,,,,,,
Sign Bottom,828,81662,103469,,,,,,
Sign Top,829,400,1257,106005,113244,,,,
Sign Top,830,17107,44948,167333,173365,,,,
Sign Bottom,831,59795,63083,73363,106807,,,,
Sign Bottom,832,49789,84347,76239,93850,,,,
Sign Bottom,833,13281,48498,,,,,,
Sign Bottom,834,146050,176373,,,,,19002,23389
Sign Top,835,88000,97542,,,,,,
Sign Bottom,836,108851,132323,84210,96592,,,,
Sign Top,837,54043,88716,50,46641,,,,
Sign Top,838,94016,123820,101000,108864,,,,
Sign Top,839,35207,47209,,,,,,
Sign Bottom,840,33845,59233,5593,30364,,,,
Sign Top,841,63765,99045,37028,79000,,,,
Sign Bottom,842,30179,41131,,,0,36931,,
Sign Top,843,9587,46298,48330,55314,,,,
Sign Bottom,844,67949,109584,48878,55344,,,10050,17873
Sign Bottom,845,159390,178119,115185,161546,,,,
Sign Bottom,846,90918,128650,,,,,,
Sign Bottom,847,69084,111877,30637,42328,,,,
Sign Bottom,848,66158,89254,,,,,,
Sign Bottom,849,15809,45184,,,,,,
Sign Bottom,850,23376,71200,20969,60323,,,,
Sign Top,851,43249,86956,,,,,,
Sign Top,852,116884,143301,45436,60187,100597,141315,,
Sign Top,853,36500,61396,,,,,,
Sign Top,854,99056,103546,,,,,,
Sign Top,855,86500,114872,,,71005,119958,,
Sign Top,856,29872,63146,32969,58732,,,,
Sign Top,857,20000,69245,,,,,,
Sign Top,858,55542,101550,33268,60601,,,,
Sign Top,859,224607,247465,25639,60041,,,,
Sign Bottom,860,11354,19794,77557,123137,,,,
Sign Top,861,94216,106469,,,,,,
Sign Top,862,70106,100691,,,,,,
Sign Top,863,67776,107579,,,,,,
Sign Top,864,80683,128464,,,,,,
Sign Bottom,865,71534,94985,67781,103935,,,,
Sign Top,866,40792,42574,,,124396,131691,,
Sign Top,867,62756,108714,,,,,,
Sign Top,868,112837,119603,,,143826,166128,,
Sign Top,869,8222,47995,,,,,,
Sign Top,870,45325,62914,,,,,,
Sign Bottom,871,24845,40275,,,,,,
Sign Bottom,872,47700,50203,80178,91195,,,,
Sign Bottom,873,30437,70421,,,738,41411,,
Sign Top,874,50000,88857,,,,,,
Sign Top,875,90800,124459,,,,,,
Sign Top,876,157013,190877,,,,,,
Sign Top,877,792,24295,,,,,,
Sign Bottom,878,238710,241668,,,,,,
Sign Top,879,43688,69788,59666,75600,,,,
Sign Top,880,77631,114259,22999,37999,,,,
Sign Top,881,68758,116427,,,,,,
Sign Bottom,882,18022,43719,78896,84520,,,,
Sign Bottom,883,78920,90020,72850,87994,,,,
Sign Bottom,884,133594,159960,106765,109342,,,,
Sign Bottom,885,8300,8873,,,,,,
Sign Top,886,132084,132689,111442,135409,96973,121916,,
Sign Top,887,62000,83388,43000,58344,,,,
Sign Bottom,888,9421,25024,,,,,,
Sign Top,889,72000,119425,1000,20527,,,,
Sign Top,890,40158,89628,,,,,,
Sign Bottom,891,103010,112472,,,,,,
Sign Bottom,892,42588,63932,,,,,,
Sign Bottom,893,35000,51803,144100,186239,,,,
Sign Bottom,894,4301,7135,,,,,,
Sign Bottom,895,88391,136860,99530,120143,,,,
Sign Bottom,896,19709,56829,,,,,,
Sign Top,897,73506,88294,12990,22593,,,,
Sign Bottom,898,74397,82749,,,,,,
Sign Bottom,899,136278,163419,,,,,,
Sign Bottom,900,66210,87575,,,,,,
Sign Top,901,210044,233380,,,,,,
Sign Bottom,902,132801,136641,,,5,15201,,
Sign Bottom,903,109711,133692,,,,,,
Sign Top,904,83909,131587,,,,,,
Sign Top,905,28350,49114,,,,,,
Sign Bottom,906,43958,61421,,,,,,
Sign Top,907,5,23188,46910,67136,32420,48341,,
Sign Top,908,148000,186206,,,89000,112078,,
Sign Bottom,909,163138,197851,246427,256684,100487,114931,,
Sign Bottom,910,59113,83748,,,,,,
Sign Top,911,12200,22755,,,,,,
Sign Top,912,60000,102828,,,,,,
Sign Bottom,913,92859,113147,,,,,,
Sign Bottom,914,135273,182819,,,107078,114992,,
Sign Bottom,915,39517,53246,24960,41783,,,,
Sign Bottom,916,10859,45378,52971,84641,,,,
Sign Top,917,38347,42286,,,26,48002,,
Sign Bottom,918,183399,228101,269180,275053,,,,
Sign Top,919,0,43824,55000,80861,,,,
Sign Bottom,920,161904,169336,134624,152772,,,,
Sign Bottom,921,110693,114637,,,,,,
Sign Top,922,1400,26345,55000,59067,,,,
Sign Bottom,923,22463,42696,,,,,,
Sign Top,924,918,19543,52211,79351,,,,
Sign Top,925,137000,158779,,,10,49019,,
Sign Top,926,45000,89182,,,,,,
Sign Bottom,927,40362,88628,,,,,,
Sign Bottom,928,5885,21391,79958,121258,,,,
Sign Top,929,15280,24024,55627,77968,,,,
Sign Top,930,58000,88551,3000,38651,,,,
Sign Bottom,931,35609,68357,,,,,,
Sign Bottom,932,177924,208669,,,,,,
Sign Top,933,324,35901,,,,,,
Sign Bottom,934,76682,116307,38441,39407,,,,
Sign Top,935,150215,154398,100857,104928,,,,
Sign Bottom,936,54124,82902,151850,201727,,,,
Sign Bottom,937,44048,62203,81596,106879,,,,
Sign Top,938,50649,68060,,,,,,
Sign Bottom,939,89822,135661,139918,170764,,,,
Sign Top,940,10909,53868,,,108000,128203,,
Sign Bottom,941,68339,99946,19098,37895,,,,
Sign Bottom,942,48391,82353,28868,59871,,,,
Sign Bottom,943,434,42588,147625,177694,,,,
Sign Bottom,944,275451,316646,,,,,,
Sign Top,945,167976,169590,,,,,,
Sign Bottom,946,167136,170069,,,,,,
Sign Bottom,947,14691,27718,,,,,,
Sign Bottom,948,50353,97545,,,,,,
Sign Top,949,4690,20456,160546,202534,,,,
Sign Bottom,950,3276,11795,,,,,,
Sign Top,951,91859,127243,145885,152824,,,,
Sign Bottom,952,38206,83287,,,84622,133221,,
Sign Bottom,953,66282,88314,101482,128087,,,,
Sign Top,954,21000,26664,105000,111863,,,,
Sign Bottom,955,81579,106153,,,,,,
Sign Bottom,956,31091,34053,49927,53644,,,,
Sign Top,957,906,44350,,,,,,
Sign Top,958,23354,60750,125200,128208,80000,93377,,
Sign Top,959,30600,34045,,,,,,
Sign Top,960,0,26053,45340,75493,,,,
Sign Bottom,961,41306,89486,,,,,,
Sign Top,962,68374,110741,,,,,,
Sign Top,963,79633,123044,,,,,,
Sign Top,964,28130,47081,,,,,,
Sign Top,965,9271,19811,,,,,,
Sign Top,966,4734,53298,,,,,,
Sign Bottom,967,37914,68965,84000,113885,,,,
Sign Top,968,4,48759,17800,63889,,,,
Sign Bottom,969,128048,175791,27055,60145,,,,
Sign Bottom,970,101208,129896,135180,167438,,,,
Sign Bottom,971,47929,78058,113842,116859,,,,
Sign Bottom,972,96797,116614,,,,,109685,120743
Sign Top,973,71389,77010,86104,114606,,,,
Sign Bottom,974,131890,157899,,,,,,
Sign Top,975,49632,81705,,,,,,
Sign Top,976,68833,87830,,,,,,
Sign Top,977,156070,189392,,,,,,
Sign Top,978,10,2325,,,,,,
Sign Bottom,979,22629,61311,22589,24096,,,,
Sign Top,980,62973,101627,158962,201773,,,,
Sign Bottom,981,196503,244948,42141,67798,,,,
Sign Top,982,0,44538,,,,,,
Sign Top,983,58900,86312,,,,,,
Sign Bottom,984,23892,72709,67765,117120,,,,
Sign Bottom,985,33760,53049,6313,42700,74048,95130,,
Sign Bottom,986,31478,34021,94390,112231,,,,
Sign Bottom,987,79096,111157,28051,41723,,,,
Sign Top,988,565,43266,86993,112191,,,,
Sign Bottom,989,99915,134142,,,,,,
Sign Bottom,990,126000,149724,,,,,,
Sign Top,991,37172,74306,46158,49483,,,,
Sign Top,992,56385,89091,,,,,,
Sign Top,993,54489,78755,43379,78061,,,,
Sign Top,994,55419,99450,,,,,,
Sign Top,995,120000,168446,,,,,,
Sign Bottom,996,128534,153216,69965,73221,,,,
Sign Bottom,997,241376,241777,,,,,,
Sign Top,998,602,42842,137,47044,,,,
Sign Top,999,71697,105393,122276,159987,,,,
Sign Bottom,1000,24589,47006,,,,,,
Sign Bottom,1001,36492,45840,80244,88390,,,,
Sign Bottom,1002,122198,138716,149666,177269,,,,
Sign Bottom,1003,8783,38460,,,,,,
Sign Bottom,1004,27071,67338,151111,175102,,,,
Sign Top,1005,23000,50109,,,,,,
Sign Bottom,1006,112367,149252,,,10967,44548,,
Sign Top,1007,64632,105880,18500,22591,,,,
Sign Bottom,1008,21335,49317,34952,57792,,,,
Sign Bottom,1009,138877,149902,,,,,,
Sign Top,1010,63810,83472,15366,43041,,,,
Sign Top,1011,73653,92317,,,,,,
Sign Top,1012,6068,13928,3300,44630,,,,
Sign Bottom,1013,124369,172018,39587,55340,,,,
Sign Bottom,1014,92887,129712,179353,197488,,,,
Sign Top,1015,47347,52408,68910,111303,,,32,42193
Sign Top,1016,75714,119552,,,,,,
Sign Top,1017,80182,121994,,,,,,
Sign Top,1018,63678,67665,10,49506,,,,
Sign Bottom,1019,5229,49240,177549,214924,,,,
Sign Bottom,1020,250146,258021,176590,192448,,,,
Sign Bottom,1021,17860,55376,20509,70208,,,,
Sign Top,1022,168594,208943,14496,54472,,,,
Sign Top,1023,40001,76149,7602,25844,,,,
Sign Top,1024,43188,54577,,,,,,
Sign Top,1025,82345,94705,88178,93111,,,,
Sign Top,1026,53036,79545,105874,153537,,,,
Sign Top,1027,19194,30390,,,70,9602,,
Sign Top,1028,32418,37720,,,,,,
Sign Bottom,1029,61834,77913,53477,102114,,,,
Sign Top,1030,38287,86995,,,,,,
Sign Top,1031,64503,90685,420,19708,,,,
Sign Top,1032,54302,82135,,,1054,29122,,
Sign Bottom,1033,758,47487,,,,,,
Sign Top,1034,162206,170451,143650,188435,,,,
Sign Bottom,1035,61447,107537,118149,155240,,,,
Sign Top,1036,16064,64404,661,6725,778,18008,,
Sign Bottom,1037,74757,107676,,,,,,
Sign Top,1038,58131,60435,,,,,,
Sign Bottom,1039,42829,54745,93175,100764,,,,
Sign Top,1040,21045,30985,761,23027,,,,
Sign Bottom,1041,68794,104140,,,,,,
Sign Top,1042,40825,85717,,,,,,
Sign Bottom,1043,232672,266028,,,,,,
Sign Bottom,1044,37137,58732,,,,,,
Sign Bottom,1045,24641,72523,97538,102927,,,,
Sign Top,1046,95516,108080,,,,,,
Sign Top,1047,215,8586,86,14523,,,,
Sign Bottom,1048,105505,155443,,,,,,
Sign Bottom,1049,16208,21361,,,,,,
Sign Top,1050,51002,90116,25481,39795,,,,
Sign Top,1051,88696,109766,,,,,,
Sign Bottom,1052,80663,95501,,,,,,
Sign Bottom,1053,23627,47761,242724,254426,,,,
Sign Bottom,1054,154312,199859,108912,110621,81114,83562,,
Sign Top,1055,43441,44799,,,,,,
Sign Top,1056,83489,130508,117110,121339,158162,206244,,
Sign Bottom,1057,88925,137658,,,,,,
Sign Top,1058,66539,99105,,,,,,
Sign Top,1059,74059,94130,,,,,,
Sign Bottom,1060,86017,121863,53608,68168,,,,
Sign Bottom,1061,60590,99749,46899,82417,,,,
Sign Bottom,1062,12078,33846,25385,34924,,,,
Sign Top,1063,11322,38863,,,,,,
Sign Top,1064,57268,93094,,,,,,
Sign Bottom,1065,94262,95409,,,,,,
Sign Bottom,1066,105097,141564,999999,1030915,,,,
Sign Bottom,1067,73373,100468,100030,120761,,,,
Sign Top,1068,286,44605,855,29686,,,,
Sign Bottom,1069,112750,156423,76500,111303,74109,104678,,
Sign Top,1070,119105,159373,,,15460,31773,,
Sign Bottom,1071,65010,102366,108193,116519,,,,
Sign Top,1072,67285,85941,,,,,,
Sign Top,1073,70912,95248,,,,,,
Sign Top,1074,41000,45519,77000,121738,,,,
Sign Top,1075,63000,96651,,,,,,
Sign Top,1076,0,39027,,,,,,
Sign Bottom,1077,67510,84756,,,,,,
Sign Top,1078,20000,64568,,,,,,
Sign Bottom,1079,122281,134543,13292,21196,,,,
Sign Bottom,1080,7756,41642,,,,,,
Sign Top,1081,12718,26578,22484,55496,,,,
Sign Bottom,1082,48630,72165,55249,99971,,,,
Sign Bottom,1083,73000,88439,,,,,,
Sign Bottom,1084,30173,36463,88711,128959,,,,
Sign Top,1085,54404,69749,117680,135000,,,,
Sign Top,1086,80299,90350,,,,,150000,185514
Sign Top,1087,49000,54101,54436,79362,124000,148791,,
Sign Top,1088,129620,141380,,,,,,
Sign Bottom,1089,36117,83607,35946,57430,,,,
Sign Top,1090,15714,59058,,,,,,
Sign Bottom,1091,102898,110040,68567,98697,,,,
Sign Bottom,1092,8425,57487,140010,157584,,,,
Sign Top,1093,41079,68357,,,,,59000,104843
Sign Bottom,1094,3567,16284,141547,143510,,,,
Sign Bottom,1095,21459,39114,,,,,,
Sign Top,1096,84,37973,,,,,,
Sign Top,1097,21783,23089,,,,,,
Sign Top,1098,53600,96196,,,,,,
Sign Bottom,1099,36057,36762,,,,,,
Sign Bottom,1100,60000,64299,,,,,,
Sign Bottom,1101,35823,60145,33332,74168,,,,
Sign Bottom,1102,17176,60722,,,,,,
Sign Top,1103,35679,82375,,,,,,
Sign Bottom,1104,114740,146569,,,,,,
Sign Bottom,1105,109000,110896,,,,,,
Sign Top,1106,18,30947,83197,115932,73482,94710,,
Sign Bottom,1107,78870,84411,,,,,,
Sign Top,1108,62969,68139,28000,74986,,,,
Sign Top,1109,21006,51787,31055,56914,,,,
Sign Bottom,1110,182429,208990,28038,69659,,,,
Sign Top,1111,155840,161249,,,,,,
Sign Bottom,1112,21860,41678,,,,,,
Sign Bottom,1113,54475,87233,,,,,,
Sign Bottom,1114,50900,91988,,,,,,
Sign Top,1115,51655,71597,,,,,,
Sign Top,1116,42500,90782,,,,,,
Sign Bottom,1117,8275,29736,38318,51076,,,,
Sign Top,1118,102012,102041,50000,64609,,,,
Sign Bottom,1119,132911,157287,100792,107938,,,,
Sign Bottom,1120,120900,143968,226500,235462,,,,
Sign Bottom,1121,18438,18718,41658,78786,,,,
Sign Bottom,1122,60814,109365,,,,,,
Sign Top,1123,49864,70665,,,4168,17609,,
Sign Bottom,1124,94580,106437,150563,188696,,,,
Sign Top,1125,34041,64578,26458,33880,,,,
Sign Top,1126,72586,97310,,,1080,44337,,
Sign Top,1127,185000,195732,,,,,,
Sign Bottom,1128,60571,72611,6566,34336,,,,
Sign Bottom,1129,42562,62699,,,,,,
Sign Bottom,1130,130669,173560,12575,50746,,,,
Sign Bottom,1131,130579,161680,,,,,,
Sign Top,1132,225476,257223,,,,,,
Sign Top,1133,139249,165112,,,,,,
Sign Top,1134,114452,163448,,,,,,
